,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
0,1.7038798065105976,1.1272853422011457,1.2129722208730305,0.02519410981316717,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
1,1.7014687689667483,-0.28884202403686504,-0.1756447292819093,0.02519410981316717,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
2,1.6990577314228992,-0.28884202403686504,-0.1756447292819093,0.02519410981316717,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
3,1.6966466938790499,-0.28884202403686504,0.4690702832900271,0.02519410981316717,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
4,1.6942356563352008,0.14688947326713828,0.10538489158278092,-0.4668150002163853,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
5,1.6918246187913515,1.4540839651791482,1.0972541416934523,-1.45083322027549,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
6,1.6894135812475022,-0.07097627538486338,0.3037587416049152,-0.4668150002163853,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
7,1.687002543703653,-0.28884202403686504,-0.1756447292819093,-0.4668150002163853,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
8,1.6845915061598038,0.14688947326713828,0.10538489158278092,1.5012214399018244,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
9,1.6821804686159547,0.037956598941137454,-0.32442511679851,1.5012214399018244,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
10,1.6797694310721054,-0.28884202403686504,-0.1756447292819093,1.5012214399018244,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
11,1.677358393528256,-0.28884202403686504,-0.1756447292819093,1.5012214399018244,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
12,1.674947355984407,-0.28884202403686504,-0.1756447292819093,1.5012214399018244,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
13,1.6725363184405577,-1.596036515948875,1.3782837625581423,1.0092123298722722,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
14,1.6701252808967086,0.4736880962451408,-1.646917450279405,0.02519410981316717,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
15,1.6677142433528593,0.037956598941137454,-1.8452913003015394,-1.45083322027549,0.10431841510265966,-2.147818520099921,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
16,1.6653032058090103,-0.07097627538486338,-0.3409562709670212,0.5172032198427197,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
17,1.6653032058090103,-0.07097627538486338,0.32028989577342637,0.5172032198427197,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
18,1.662892168265161,0.037956598941137454,-1.812228991964517,1.5012214399018244,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
19,1.6604811307213116,-0.28884202403686504,-0.12605126677637574,1.0092123298722722,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
20,1.6580700931774626,1.3451510908531474,0.23763412493087044,1.0092123298722722,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
21,1.6580700931774626,1.1272853422011457,1.2295033750415418,1.0092123298722722,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
22,1.6556590556336133,-1.596036515948875,-1.5311993710998268,0.5172032198427197,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
23,1.6556590556336133,0.14688947326713828,0.8658179833342956,0.5172032198427197,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
24,1.6532480180897642,-1.2692378929708725,-1.448543600257271,1.5012214399018244,0.10431841510265966,-2.147818520099921,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
25,1.6532480180897642,0.14688947326713828,0.8658179833342956,1.5012214399018244,0.10431841510265966,-2.147818520099921,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
26,1.6508369805459149,-1.596036515948875,-0.043395495933819785,1.5012214399018244,0.10431841510265966,-2.147818520099921,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
27,1.6508369805459149,0.14688947326713828,0.8658179833342956,1.5012214399018244,0.10431841510265966,-2.147818520099921,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
28,1.6484259430020656,1.3451510908531474,0.23763412493087044,-0.4668150002163853,0.10431841510265966,0.4788390065423654,-0.12888151834859748,-0.20296127895026927,-0.2026281887463011
